mpan,TOTAL (A),TOTAL (E),eac
1300035423511,111735.1,26157.8,3133.929545
1014572998726,185766,26153.4,4816.35
1600000144236,185973.2,26120.6,4820.313636
1100039644555,3160.2,26063.2,664.1681818
1200060011620,0,26016.4,591.2818182
2000027385783,0,25995.7,590.8113636
1160000319752,95811.4,25967.4,2767.7
1200060593100,0,25956,589.9090909
1170000942125,0,25946.8,589.7
1200010223880,6140.9,25940.2,729.1159091
1600000001370,0,25922.5,589.1477273
2000027466379,0,25853.9,587.5886364
1422050200007,0,25835.9,587.1795455
1200010118165,101251.3,25832.1,2888.259091
1700051822665,95354.7,25827.9,2754.15
1200010104710,0,25817.3,586.7568182
1200010104720,0,25817.3,586.7568182
1800035340842,0,25815.8,586.7227273
2199989655814,0,25774.6,585.7863636
2600000876936,0,25673.6,583.4909091
2000027483532,0,25667,583.3409091
2000006718156,0,25614.7,582.1522727
2000053337662,0,25607.8,581.9954545
1900008424355,0,25545.4,580.5772727
1470001120019,0,25529.4,580.2136364
1429624200004,6015.3,25512.1,716.5318182
1200010118147,0,25502.1,579.5931818
1200060518910,0,25455,578.5227273
1200010178670,0,25374.7,576.6977273
1200062200482,82371.9,25331.8,2447.811364
2199989621912,1117360.8,25328.3,25970.20682
1800054601386,0,25319.2,575.4363636
2000027848055,262508.4,25316.7,6541.479545
1014571955448,18615.5,25254.1,997.0363636
1050000907407,3905062.2,25231.4,89324.85455
1600000006856,5325.4,25223.8,694.3
1023467769170,443508.5,25125,10650.76136
1640000053294,0,25087.2,570.1636364
1200050409911,0,24967,567.4318182
1300035421588,0,24930.8,566.6090909
1050000753999,0,24891,565.7045455
2000027419972,0,24838.1,564.5022727
1200062357500,0,24755.7,562.6295455
1100050924590,19796.1,24744.5,1012.286364
1460000804431,0,24698.7,561.3340909
2380001905805,0,24629,559.75
1200010125260,0,24615.3,559.4386364
2316540835016,13116.5,24582.1,856.7863636
1200010159143,10649.3,24556.8,800.1386364
1023545801897,178642.9,24496.4,4616.802273
2000027391129,0,24496.3,556.7340909
1427305000008,97969.8,24486.6,2783.1
2200042646480,192988.8,24455.5,4941.915909
1900091977446,607.7,24445,569.3795455
2000054424563,472208,24440.9,11287.475
1100039676751,195281,24432.9,4993.497727
1200061734622,36443,24414,1383.113636
1014573125453,244248.8,24392.2,6105.477273
1030073209233,0,24340.8,553.2
1160000913651,70408.4,24338,2153.327273
1600000111649,0,24182,549.5909091
1200060491685,0,24173.6,549.4
2000009879399,0,24153.2,548.9363636
1200051228763,280654,24132.5,6926.965909
1200037124736,0,24022.3,545.9613636
2500020721230,0,23996.4,545.3727273
1200010165059,68616.1,23950.9,2103.795455
2200042630198,0,23943.7,544.175
1200031267410,11235.3,23882.8,798.1386364
1300035353680,0,23769.2,540.2090909
1800035297889,0,23745.5,539.6704545
1014568315696,16515.7,23732,914.7204545
2000027445235,0,23638.3,537.2340909
3200000772577,0,23632.2,537.0954545
2100040485347,50610.5,23627.5,1687.227273
1050003115710,0,23617.4,536.7590909
1650000473840,0,23617.4,536.7590909
1200010185454,0,23605.2,536.4818182
1200061458011,84015,23550.9,2444.679545
1014568422644,0,23513.9,534.4068182
1580001488258,0,23439.2,532.7090909
1900061213029,0,23412.3,532.0977273
1200033181642,0,23379,531.3409091
2200030366902,0,23311.4,529.8045455
1200061316628,0,23239.5,528.1704545
1200010058598,82783.8,23222.4,2409.231818
1023480763024,0,23194.3,527.1431818
1200060871434,0,23138.9,525.8840909
1800035305449,0,23042.9,523.7022727
1200010147820,3563.1,22987.6,603.425
1640000673883,0,22977.1,522.2068182
2700010380997,0,22931.6,521.1727273
2200041806620,1000.7,22925.8,543.7840909
1200010128206,10544,22911.5,760.3522727
1200060853277,0,22866.6,519.6954545
1900060705047,0,22855,519.4318182
1200010096264,0,22835.9,518.9977273
1050001937582,0,22833.4,518.9409091
1200010253013,0,22828.1,518.8204545
1200010203086,0,22808.8,518.3818182
2000052492998,0,22788.4,517.9181818
1900029001311,0,22752.2,517.0954545
1422577100009,0,22707.4,516.0772727
1030065520338,70221.1,22705.2,2111.961364
1100039223276,0,22642.6,514.6045455
1200010100948,0,22617.3,514.0295455
1700060189305,0,22616.4,514.0090909
2100040280132,10802.3,22613.3,759.4454545
2100040784690,0,22603.1,513.7068182
1170001672655,0,22590.4,513.4181818
1470000770657,0,22575.2,513.0727273
2000060775082,0,22557.1,512.6613636
2380002025692,0,22533.5,512.125
1030051133377,87044.6,22512.5,2489.934091
2000051868020,0,22467.3,510.6204545
2380002926790,371438,22464.3,8952.325
1470000661841,0,22444.4,510.1
1014571549030,0,22441.6,510.0363636
1200010134983,0,22425.9,509.6795455
1050000761448,101006,22417.3,2805.075
2200042898116,0,22369.1,508.3886364
2000027311842,465346,22346.7,11083.925
1430000009564,0,22339.2,507.7090909
1014569066415,0,22302.2,506.8681818
1200010081700,0,22228.4,505.1909091
1900010427426,0,22209,504.75
1014571987184,0,22137.6,503.1272727
2500001218091,0,22129.4,502.9409091
2200040346693,36121.5,22119.3,1323.654545
1800035330310,70427.2,22093.4,2102.740909
2199989637285,0,22070.9,501.6113636
2000027337326,0,22011.9,500.2704545
2000053799530,22001,21974.8,999.45
2336588318115,0,21932.1,498.4568182
1900060413058,125637.5,21884.6,3352.775
1200050032473,0,21848.9,496.5659091
1200060700534,0,21756.2,494.4590909
1900033425834,12650.5,21716.5,781.0681818
1717250125606,101801.3,21666.2,2806.079545
1200029018313,0,21588.7,490.6522727
1800035258588,0,21581.2,490.4818182
2000027303415,37113.2,21535.9,1332.934091
1800035321751,0,21503.1,488.7068182
1050000486968,0,21501.9,488.6795455
1800061639310,0,21470.1,487.9568182
1800035292028,0,21383.6,485.9909091
1800060532683,0,21364,485.5454545
1200010075334,76308.4,21320,2218.827273
2700000906025,33932.1,21279.3,1254.804545
2200031876870,0,21159.5,480.8977273
1030060290369,0,21129.3,480.2113636
2600003301240,0,21129.3,480.2113636
2200040527364,0,21105.4,479.6681818
1200010184200,0,21099.1,479.525
2600003678223,0,21076.5,479.0113636
1300060086071,0,21073.2,478.9363636
2000051623541,0,21055.7,478.5386364
1630000618246,0,21054,478.5
2000056442138,0,21017.1,477.6613636
1012944076398,0,20989.9,477.0431818
1200036280870,0,20977.6,476.7636364
1200060266375,10634.6,20965.7,718.1886364
1050000971012,10638.6,20959.2,718.1318182
1050000578820,73594.4,20939.2,2148.490909
2000027296422,0,20911,475.25
1300060345516,0,20882,474.5909091
2000027297658,0,20830.2,473.4136364
2500000651864,287086.7,20821.7,6997.918182
1300050471524,0,20818.6,473.15
1200010103994,0,20783.6,472.3545455
2380002450221,0,20739.6,471.3545455
1200050153354,0,20709.1,470.6613636
1014569236618,0,20697.6,470.4
1014572923517,0,20687.4,470.1681818
2500000596130,54718.7,20653.2,1712.997727
2000027356240,0,20652.6,469.3772727
2500001844294,3690,20644.3,553.0522727
1800060601282,0,20612.5,468.4659091
2316514939116,17384.9,20598.8,863.2659091
2700004827849,0,20596.9,468.1113636
1900030001170,0,20556.3,467.1886364
1900032425718,40973,20533,1397.863636
1800060307062,0,20513.9,466.225
2100040682135,0,20486,465.5909091
2000054964762,0,20474.8,465.3363636
1100039220595,0,20448.7,464.7431818
1580001281598,0,20372.7,463.0159091
1900070423470,0,20335.6,462.1727273
2380002864034,0,20316.5,461.7386364
2380001780749,0,20264.3,460.5522727
1014570495633,25955.5,20219.3,1049.427273
1460001642996,12984.1,20218.9,754.6136364
2000027486250,8376.2,20208.5,649.6522727
1200060480850,0,20188.3,458.825
1200050396607,2854.7,20154.4,522.9340909
1630000683040,0,20152,458
1800060314760,0,20085.5,456.4886364
2400001056870,0,20081,456.3863636
1100039652671,0,20028.8,455.2
1714946191006,0,20020.3,455.0068182
1713529791054,0,19991.4,454.35
1620000890160,418,19914.1,462.0931818
1300035353779,2997.4,19829.5,518.7931818
1600000111541,0,19819.7,450.4477273
1014572247080,0,19730.7,448.425
1200060165710,0,19724,448.2727273
1200061941250,1059.6,19689.1,471.5613636
1200010008338,0,19687.1,447.4340909
1014571336289,0,19683.3,447.3477273
2199989634647,0,19660.3,446.825
2200042687380,0,19618.8,445.8818182
1460002038798,0,19608.9,445.6568182
1100039221998,0,19581.6,445.0363636
1300035406482,0,19568.7,444.7431818
1200060728344,0,19509.1,443.3886364
1100039201004,6791.9,19495.4,597.4386364
2200019509956,0,19486.6,442.8772727
3200000522271,0,19386.5,440.6022727
2200023610018,0,19367.4,440.1681818
1600000171080,76274.8,19326.9,2172.765909
2200043054777,0,19284.8,438.2909091
2000027422600,0,19272.7,438.0159091
1023545618903,4697.9,19188.7,542.8772727
1200061353569,0,19188.3,436.0977273
1900070435068,0,19144.5,435.1022727
2189999998108,69997.9,19139.9,2025.859091
2199989651847,153993.7,19120.1,3934.404545
2000027396465,0,19089,433.8409091
1200060353949,0,19082.9,433.7022727
2000055407842,0,19018.3,432.2340909
1900014000404,0,18910.4,429.7818182
1200061544869,0,18899.8,429.5409091
2200043358691,0,18822.7,427.7886364
2199989665593,0,18814.7,427.6068182
1200051204879,791143.7,18775.9,18407.26364
2000055644740,31017.5,18711.3,1130.2
1030061237278,0,18700.6,425.0136364
2700004371438,108937.8,18683.5,2900.484091
1800053661808,0,18674.2,424.4136364
1050001317142,0,18651.9,423.9068182
2200042907444,0,18646.9,423.7931818
2000027358070,7991.8,18629.2,605.0227273
2500021306450,0,18576.9,422.2022727
1580000262920,0,18534.5,421.2386364
1800061671500,0,18532.9,421.2022727
2000027341100,0,18505,420.5681818
1014569234080,5434.2,18483.8,543.5909091
2199989623255,0,18443.3,419.1659091
2000027456965,0,18430.1,418.8659091
1200060878652,0,18412.2,418.4590909
1030054605221,0,18391.3,417.9840909
1580001858532,0,18353.2,417.1181818
1424632200000,454041.3,18351.7,10736.20455
1900092413716,75488.8,18291.7,2131.375
2000027390677,0,18283.7,415.5386364
2200030108856,13211.1,18261.9,715.2954545
2200041792631,72255.4,18258.6,2057.136364
1900017425842,0,18250.4,414.7818182
1023466932660,0,18209.6,413.8545455
1023478550421,0,18209.6,413.8545455
1600000124968,0,18199.1,413.6159091
1700051591697,0,18188.6,413.3772727
1900060770037,0,18176.5,413.1022727
1599001111435,0,18111.6,411.6272727
1650000133617,0,18093,411.2045455
2500021792082,0,18093,411.2045455
2500021306478,0,18093,411.2045455
2500021306469,0,18093,411.2045455
2200040677789,0,18092.3,411.1886364
1700051896277,0,18092.3,411.1886364
2380000004965,0,18092.3,411.1886364
1600000160265,0,18092.3,411.1886364
1100039615800,0,18092.3,411.1886364
1200010077800,0,18092.2,411.1863636
1200010056387,0,18092.2,411.1863636
1600000008073,0,18092.2,411.1863636
1800035209456,0,18092.2,411.1863636
2199989649323,0,18092.2,411.1863636
1900070314070,0,18092.2,411.1863636
1200052452714,0,18092.2,411.1863636
1200062749105,0,18092.2,411.1863636
1900036000907,0,18092.2,411.1863636
1200050045366,0,18092.2,411.1863636
1800054883540,0,18092.2,411.1863636
1100039631263,0,18092.2,411.1863636
2000054850499,0,18092.2,411.1863636
1426428100005,0,18092.2,411.1863636
1900091435230,0,18092.2,411.1863636
1023509987974,0,18085.5,411.0340909
1426455000008,0,18057.6,410.4
1900090305034,0,18042.9,410.0659091
1023545570340,0,18024.6,409.65
1200036328919,0,18024.4,409.6454545
1630000314289,0,18017.6,409.4909091
2200041570510,9761.6,17997,630.8772727
1200010154039,0,17982.5,408.6931818
1900009000795,0,17961.4,408.2136364
2000027361063,70344.4,17951.4,2006.722727
1600000155770,0,17873.6,406.2181818
1900048384375,0,17863.1,405.9795455
1050003042903,0,17855.1,405.7977273
1630000797990,0,17855,405.7954545
1014570437446,0,17842.7,405.5159091
1580000532669,170718.1,17839.7,4285.404545
2336564135012,0,17813.7,404.8568182
1200060532668,2962.4,17810,472.1
1200051323051,7403.1,17803.8,572.8840909
1023467845760,9704.8,17800.7,625.125
2200030370500,29258.9,17792.9,1069.359091
1200050140416,60350.6,17776,1775.604545
1014571337431,0,17732.3,403.0068182
2336528710312,0,17731.4,402.9863636
1600000017031,0,17727.9,402.9068182
2199989673619,2138.1,17726.5,451.4681818
1014570598677,0,17719.9,402.725
1427903200001,0,17714.6,402.6045455
2000052056309,0,17691.8,402.0863636
1200010075325,63594.7,17680.7,1847.168182
1800035291015,0,17669.1,401.5704545
1170000027398,0,17622.7,400.5159091
2380001118812,0,17600.7,400.0159091
1800054419628,0,17594.8,399.8818182
1200060440583,923.8,17581.3,420.5704545
1900039000635,1188.7,17570.8,426.3522727
2600000376925,7249,17553.3,563.6886364
1200010161054,0,17529.1,398.3886364
2380001708370,0,17506.4,397.8727273
1200050295165,0,17494.4,397.6
1800060575863,0,17461.9,396.8613636
1160001338366,0,17461.1,396.8431818
1300035393503,0,17452.9,396.6568182
1900091741270,0,17446.6,396.5136364
1200010037454,837.6,17440.5,415.4113636
1200051891522,0,17437.4,396.3045455
1100770600282,0,17408.6,395.65
2380000819155,0,17406.5,395.6022727
1800052052015,75645.6,17402.7,2114.734091
1014569160251,0,17402.1,395.5022727
2600003869480,70460.4,17388.6,1996.568182
1300035425787,0,17370.1,394.775
1200010159161,10269.3,17321.8,627.0704545
2600003771330,0,17307.1,393.3431818
1100039248466,12334.3,17296.6,673.4295455
1600000169435,0,17258,392.2272727
1900060280247,0,17250.9,392.0659091
1200061225760,0,17238.4,391.7818182
1200051139857,0,17228.2,391.55
1300053328214,991,17217.3,413.825
2200040471534,28357.8,17205.8,1035.536364
2000027481758,0,17178.3,390.4159091
2200030085446,0,17177.1,390.3886364
2000027407319,0,17153.5,389.8522727
1300035437807,43610,17128.3,1380.415909
2200030093794,0,17114,388.9545455
2200031609347,61810.4,17101,1793.440909
3300000129480,0,17094.3,388.5068182
3400000403467,0,17093.9,388.4977273
1014570493566,0,17085,388.2954545
1700052053450,0,17082.5,388.2386364
1200063005196,78471,17069.1,2171.365909
2000051069956,0,17049.4,387.4863636
1600000160042,8726.3,17041.5,585.6318182
1200010056207,0,17036.4,387.1909091
2700008158952,0,16962.5,385.5113636
1200060877180,12584.7,16929.7,670.7818182
2100041659164,0,16929.1,384.7522727
2199989673920,0,16815.5,382.1704545
1591045588200,0,16808.8,382.0181818
1714845550300,2626.1,16803.6,441.5840909
1200063114461,0,16801.2,381.8454545
1580000837337,47610.6,16796.1,1463.788636
1426169100009,0,16788.9,381.5659091
1200010146534,0,16786.8,381.5181818
1014572904426,0,16786.5,381.5113636
2000027337770,9877.5,16763.6,605.4795455
1630000871020,0,16750.6,380.6954545
1014572907871,0,16740,380.4545455
1200063081860,0,16734.6,380.3318182
1200010092288,0,16730.4,380.2363636
2100040662680,208103.6,16729.2,5109.836364
2000052644170,0,16684.4,379.1909091
2199989620714,3940.3,16650.4,467.9704545
1429948000006,29361.2,16648,1045.663636
1014570942980,0,16627.9,377.9068182
1640000123551,0,16569.9,376.5886364
1014567915035,0,16567.5,376.5340909
1900010426706,127544.6,16550.5,3274.888636
2700008316885,14261.6,16547.9,700.2159091
1700051836774,0,16518.1,375.4113636
2380000993615,5341,16493.5,496.2386364
2336560622119,0,16485.1,374.6613636
1030057352119,0,16478.1,374.5022727
2000051706046,44007.8,16459.1,1374.247727
1427913200009,1587.7,16451.8,409.9886364
1800052261402,0,16432.7,373.4704545
1200062867537,0,16421.5,373.2159091
2000027411662,0,16403.9,372.8159091
1900035000951,0,16381.2,372.3
1411205812001,0,16354.8,371.7
1170000385886,0,16332.8,371.2
1300035413114,6472.7,16327.6,518.1886364
1014573156503,128648.4,16317.7,3294.684091
1200051153258,3223.2,16316.4,444.0818182
1014571545124,0,16315.1,370.7977273
1200061814552,131030.5,16309.4,3348.634091
2100040595156,46769.4,16291.3,1433.197727
1030036519865,0,16272.8,369.8363636
1200060191853,60066.5,16272.4,1734.975
1200025551806,3446.4,16249.1,447.625
1200050228390,264133.6,16242.2,6372.177273
2000052769428,0,16231.1,368.8886364
1100039673802,56238.4,16224.9,1646.893182
2700007290279,5964.7,16201.3,503.7727273
2336513509118,0,16186.8,367.8818182
2000052502100,0,16184.1,367.8204545
1014569780799,21077.2,16126.5,845.5386364
2000027392470,0,16098,365.8636364
2000027312776,0,16089.7,365.675
1800035198593,1236.6,16063.5,393.1840909
1014571378837,13181.5,16059.9,664.5772727
1300035363094,293555.2,16056.5,7036.629545
2199989632988,0,16047.1,364.7068182
2000027475578,0,16032.8,364.3818182
1800035287454,0,16032.5,364.375
1800015789004,0,16031.8,364.3590909
2100041291622,13095.3,16015.2,661.6022727
1592001129927,0,16005.4,363.7590909
2380001806565,5194.4,15998.9,481.6659091
1200060191384,11756.4,15979.8,630.3681818
1800054237926,12697.1,15976.2,651.6659091
1100039608584,0,15942,362.3181818
2700005304725,0,15912.7,361.6522727
2000060723749,0,15897.4,361.3045455
1712538811209,55153.4,15882.7,1614.456818
1100051160793,0,15881,360.9318182
1014569769067,16845.5,15848,743.0340909
1800035252735,0,15837.3,359.9386364
2198765272256,0,15830.4,359.7818182
1429969000001,7150.3,15830.3,522.2863636
1800060628512,0,15797.2,359.0272727
2000054498236,0,15793,358.9318182
1592001143648,0,15766.4,358.3272727
1030070815162,288494.5,15732,6914.238636
2000050685529,3414.7,15724.2,434.975
1014568850902,0,15705.5,356.9431818
1200010110964,0,15693.1,356.6613636
1014572457072,0,15689,356.5681818
1200061474440,0,15684.6,356.4681818
1700052010215,0,15635.6,355.3545455
2000027299743,0,15629.8,355.2227273
2000055190070,47254.2,15627.9,1429.138636
1630000879153,0,15624,355.0909091
1200051267771,0,15615,354.8863636
3400000052965,0,15608,354.7272727
2600004117629,0,15607.3,354.7113636
1900005424803,0,15582.6,354.15
2600002727172,0,15543.9,353.2704545
1900039425982,153627.4,15530.8,3844.504545
1640000078698,0,15530,352.9545455
1200031105287,3025.7,15525.5,421.6181818
1014571534771,0,15524.6,352.8318182
1460001894941,0,15520.2,352.7318182
1200061716492,0,15514.4,352.6
2000055530884,0,15498.4,352.2363636
1900026000468,0,15490.8,352.0636364
1640000791620,0,15489.9,352.0431818
1900005360442,0,15489.4,352.0318182
1470000886547,0,15459.4,351.35
1014570891699,0,15383.3,349.6204545
1600000081278,0,15382.3,349.5977273
2100041845119,5908.4,15375,483.7136364
1200010050845,0,15348.9,348.8386364
1700051230107,15.4,15328,348.7136364
2380001543958,2688.1,15307,408.9795455
1100039647209,0,15288.6,347.4681818
2000027296992,12518.3,15278.4,631.7431818
2000055322250,1141814,15265.1,26297.25227
1800035290721,63029.1,15259.7,1779.290909
2000021330812,0,15239.1,346.3431818
1800054536391,5573.3,15205.2,472.2386364
1300035358892,124243.1,15190.1,3168.936364
1800053433082,0,15145.8,344.2227273
1160001373101,8318,15145.3,533.2568182
1200061670883,6225.2,15133.9,485.4340909
2000056365946,0,15132.8,343.9272727
1200061199932,425.1,15123.6,353.3795455
1900018001067,29308.4,15122,1009.781818
2000050642153,9370.4,15116.1,556.5113636
1800025322438,0,15094.5,343.0568182
1200010159134,6122.3,15092.8,482.1613636
1200010198667,0,15092.7,343.0159091
1800035339800,0,15079.3,342.7113636
1014569282614,0,15040.4,341.8272727
1413768530009,3663.7,15039.8,425.0795455
1200060588058,178574,15035.7,4400.220455
